cell_type	AF	AID	BD	BMI	Cardiovas	cd	CKD	College_edu	glucose_q	HDL_q	Hypothyroidism	ibd	insominia	LDL_q	Lymphocyte_count	MDD	Monocyte_count	Nrt_new	RA	RBC	SBP	Scz_new	Smoking	T1D	T2D_2	TG_q	uc
Bladder.Basal bladder epithelial cell	0.00140420935476941	0.992122129656353	0.943432743897171	0.864527520121031	0.880482357944884	0.997408656120113	0.123537775966275	0.672832838889673	0.857293111552563	0.86407829061382	0.999313073310618	0.997407189204031	0.17321822256093	0.817612634918369	0.999995669795014	0.353459106738742	0.99999937692778	0.927990370594041	0.999823278732212	0.435592214079966	0.753543088425694	0.66341003715926	0.314867621356493	0.999997293357649	0.815390284486918	0.857056955157616	0.997411012932389
Bladder.Bladder mesenchymal cell	0.175462176873789	0.999832051130863	0.826943742056259	0.092684862949302	0.556596193481282	0.780405065546462	0.633916669336702	0.743380048860696	0.470001912039594	0.657833686549258	0.999521498756299	0.779978607992843	0.400112526584557	0.966778298869209	0.999973696191103	0.643220171650154	0.999716112689926	0.568184929229405	0.947761422412204	0.999998471785905	0.000475904278427367	0.478830951868583	0.229537354937947	0.619075155298006	0.922872419463044	0.475638325751276	0.780570142794479
Bladder.Luminal bladder epithelial cell	0.127449369365998	0.950920836520665	0.846281186095937	0.967804383822077	0.824509706834583	0.992321497578111	0.369026766870237	0.963567165822004	0.803491510578269	0.826478436181632	0.996070323385837	0.992300000502961	0.424694200046296	0.429703962475501	0.99998301262622	0.875042111055147	0.999998814345371	0.982372197976514	0.997805332190028	0.39333265058253	0.939456950183012	0.879005835975269	0.642435606136523	0.999822100129414	0.894213498333128	0.804868773859218	0.992337910825447
Brain_Myeloid.macrophage	0.950051449032151	6.37770258774392e-06	0.97882361173695	0.999646402282058	0.712933738321681	7.86167876554127e-09	0.883651934971523	0.999527470757004	0.103084828641673	0.0095744445533526	3.16000032832394e-07	7.72634066944962e-09	0.388135589465029	0.538397457979612	1.63887165697766e-08	0.999791601969354	2.65592764649191e-19	0.996053161236165	0.0185111372520408	0.0765871523940413	0.999527022543645	0.993566652123568	0.99170581693648	0.000337886341347627	0.984213103667572	0.10276371235484	7.93413164472349e-09
Brain_Myeloid.microglial cell	0.940082508766368	0.0262642157675409	0.98798062365906	0.96536597798001	0.326201275439729	0.0082786801069977	0.70387751828187	0.996448012834198	0.676368626120808	0.144687783083552	0.015579126235153	0.00824232696045972	0.631575490039642	0.811571812343852	0.00222332100478249	0.995354907834266	0.000110553181225638	0.96692830481993	0.553650858746495	0.545049709216072	0.880254229336379	0.940573517546101	0.937963216800328	0.0288394313985079	0.958246149151554	0.673340506216203	0.00828426209377656
Brain_Non-Myeloid.Bergmann glial cell	0.680011228565544	0.999824495239746	0.000317284850434444	9.15055433335433e-06	0.946746379337333	0.996969169705787	0.633344029422141	9.76355045849312e-09	0.993779536388616	0.990118597440893	0.999996617379705	0.996955856371654	0.215340156287471	0.999978669019895	0.999994646829772	2.04379463629001e-05	0.999999978642562	3.09358643855637e-07	0.999999995009011	0.999999997434749	0.746114330072635	1.38978588857973e-05	5.81026451414595e-07	0.948836255108174	0.956282795813732	0.99390932648451	0.996971543802289
Brain_Non-Myeloid.astrocyte	0.661953383787301	0.991990367405417	0.000366428093106341	1.43119847341848e-05	0.998279628678354	0.989826493955812	0.566197760606217	7.49738132193624e-08	0.904049117441493	0.878399970785528	0.999517332685563	0.989803248823112	0.358300357500431	0.999943944438431	0.999988534746347	0.00100353215484124	0.999999687249031	7.7106027922618e-07	0.99999879270294	0.999999999361491	0.835014329813164	0.00101255932862886	4.56006084756934e-06	0.890261113957949	0.940308041223619	0.906117390930297	0.989823483450677
Brain_Non-Myeloid.brain pericyte	4.45488940806917e-05	0.999651435530565	0.0553153401808893	0.00124980209679124	9.20682067265314e-09	0.988558566014198	0.00236230947851401	0.00646626027991097	0.0168293279573162	0.0305504289143178	0.99058629544051	0.988514603474341	0.00246884966235892	0.373684978520546	0.764267648781723	0.759624696539043	0.440196791817821	0.225282076310204	0.997703316807811	0.69751426348604	2.14173855369836e-17	0.808162547969628	0.368167958261709	0.997810448074963	0.844500940741633	0.0189347244809207	0.988564412005714
Brain_Non-Myeloid.endothelial cell	0.0242749228976355	0.943982200976908	0.904903279446511	0.916280855668423	0.0943485701911371	0.147061590299982	0.259356405484535	0.958033008127963	0.206600254799676	0.410714492467067	0.967137640446668	0.146880209581945	0.406798069204354	0.406578956593633	0.165010520965009	0.493910378392917	0.373175616819439	0.628343333341615	0.808948255810392	0.944644057527855	2.2458847694524e-05	0.906304046072525	0.621157000166797	0.712591318955	0.910292164054083	0.214830713414347	0.147198529539117
Brain_Non-Myeloid.excitatory neurons and some neuronal stem cells	0.738421955973262	0.999999905629466	1.05422293340966e-16	6.06704774750997e-31	0.510637182661491	0.999949284365925	0.198675524282013	1.05276651630797e-32	0.828092271484584	0.895415808864696	0.999999997960907	0.999949966560465	3.67659849731288e-07	0.999999971974854	0.999999999999875	2.03565231755163e-23	0.999999999999936	1.44179243308822e-21	0.999999994727095	0.999999994868254	0.734889159269996	8.03465179202886e-28	1.05339686547063e-19	0.999870134801773	0.0543790792743209	0.827118733093269	0.999949080955191
Brain_Non-Myeloid.inhibitory neurons	0.635007059873148	0.999999926274489	7.09117444892219e-18	7.38218235526284e-22	0.448170676517929	0.999641017683611	0.085799658419809	1.0427287442234e-32	0.97180543318523	0.938038226463846	0.999999897466821	0.999642451020444	1.33567375073417e-05	0.99999978695407	0.999999999999959	2.67638006910795e-21	0.999999999999862	1.29565322073356e-16	0.999999999607281	0.999999998451228	0.551572512032985	4.33630507544794e-22	7.26660669447895e-16	0.999965661629453	0.146259477519117	0.972922983488271	0.999640301459338
Brain_Non-Myeloid.oligodendrocyte	0.728325162455037	0.857358736893416	0.0133071569321068	0.00113636549928707	0.769200981844067	0.829155745251029	0.286942951560647	0.00235366223662585	0.44889869476252	0.423505422221	0.944047384647926	0.829186640608017	0.00153520550397787	0.950771228859124	0.999237631286519	0.00625204315512283	0.9385165027169	3.493307753058e-05	0.867839767632548	0.776204979595857	0.630928495528133	5.0223982888607e-05	0.000157230477957313	0.811235994747241	0.495069750342875	0.450351732762311	0.829084874811526
Brain_Non-Myeloid.oligodendrocyte precursor cell	0.886750234765031	0.999864953632479	2.79585510910586e-07	5.95685677826647e-17	0.879899491930044	0.999974392806326	0.652566470894114	2.2406544262222e-16	0.970848704259132	0.972222214898852	0.999999954688236	0.999974484195253	0.0148062051593561	0.999999886166086	0.999999999991489	9.59695486627882e-12	0.999999999999908	9.564733362722e-15	0.999999663601105	0.999999999979729	0.785197492778233	1.0461167199178e-14	2.56149532659457e-15	0.986573015103627	0.698954624803389	0.971932242536327	0.999974337959912
Fat.B cell	0.741822430603789	9.74033645914505e-23	0.958011668589652	0.992963896816286	0.570452738748133	1.95084757037682e-19	0.655356249183959	0.92529793809232	0.534568776976754	0.153685556256661	3.5183858723342e-23	1.95664423751267e-19	0.632985598404186	0.15776505459387	3.49456660396277e-24	0.275925075852954	2.5347562043316e-08	0.452654113912411	1.39362811413521e-28	0.496073970478551	0.951807295361207	0.692485959990794	0.77837944179449	1.5847384643321e-12	0.273762581780485	0.531330386384962	1.89570582266538e-19
Fat.T cell	0.574461578394381	1.2508922562049e-38	0.246939437573707	0.991853817689713	0.815742556381318	4.06451622885274e-23	0.897521567171889	0.892898215826375	0.990300997516102	0.619607342582317	2.03069962538011e-41	3.99610809113143e-23	0.790148617925074	0.709740308710666	8.87750024169313e-25	0.366066757831746	6.76395013043866e-05	0.863897335492388	6.83177414899975e-25	0.0469860596701214	0.998247864991377	0.91512504597775	0.958630050399403	1.04783158299898e-19	0.903633022515895	0.990494289090124	4.0091502855084e-23
Fat.endothelial cell	0.0802727224455643	0.942061131982929	0.895194162420129	0.922668321723731	0.000422800674439197	0.739267694150109	0.268880986251881	0.972352810467801	0.0926615430368078	0.00962441039664919	0.885784382536926	0.738796731311663	0.903675538013353	0.297654099134536	0.0010413003718626	0.637672575691104	0.0274413548205215	0.854590711173829	0.663968715913399	0.97828912871866	7.54308653828855e-07	0.982958018557588	0.993714784325904	0.533043415843518	0.820230940106651	0.0958051038993586	0.739512521703283
Fat.mesenchymal progenitor	0.1870032837556	0.999659878571154	0.974779518880761	0.730794789872394	0.608071812758801	0.80876990299083	0.832313398846182	0.984929196647059	0.648637133385393	0.875938720358825	0.999080423772797	0.808691562491617	0.782401022596083	0.964191347072036	0.99999624363872	0.753808234877067	0.998200269928656	0.804931469094144	0.991356529343995	0.999999861695573	0.000166906329940685	0.915186079943132	0.928090520774161	0.869483472997402	0.979692965689812	0.623450421390823	0.809063432409123
Fat.myeloid cell	0.925066551810405	6.82079307797812e-14	0.988418866336721	0.999999722091229	0.978226667379285	1.54738134972342e-17	0.824165872696385	0.99962672179567	0.313535998716732	0.00176923918886325	1.38459899084637e-14	1.48836973919124e-17	0.979959753672422	0.000418174577628263	1.3929759310605e-13	0.986593686553296	1.87094615864743e-27	0.976518818574237	6.5702599759614e-08	0.0111461990521234	0.999988887671573	0.984886288914129	0.995057367874621	4.58141513064191e-05	0.997075686066889	0.306722493186733	1.57719255050951e-17
