cell_type	AF	AID	BD	BMI	Cardiovas	cd	CKD	College_edu	glucose_q	HDL_q	Hypothyroidism	ibd	insominia	LDL_q	Lymphocyte_count	MDD	Monocyte_count	Nrt_new	RA	RBC	SBP	Scz_new	Smoking	T1D	T2D_2	TG_q	uc
Bladder.Basal bladder epithelial cell	0.00227475614364615	0.995398761507041	0.906177671396695	0.881309115370467	0.91118656604783	0.999411023014283	0.124963678507066	0.613869684653171	0.830158408306666	0.859726915104998	0.999546240560106	0.999410913779204	0.175255163632554	0.775211469859096	0.999998051004257	0.409320482114137	0.999999763371649	0.933624072361044	0.999838893677177	0.502277755705846	0.766440490159135	0.73805713117548	0.331536424181328	0.999998375208853	0.825851062773036	0.831801289642859	0.999416805070107
Bladder.Bladder mesenchymal cell	0.244993034538625	0.999838129295531	0.875641214296546	0.182299792097901	0.66734789328915	0.839884701362903	0.705368222059328	0.756601310673999	0.504970647222321	0.695733829393661	0.99972563014817	0.840245187326721	0.479446567054449	0.976348995671235	0.999996514225884	0.594432948766861	0.999817699812791	0.567239448100041	0.953579435657749	0.999999672583985	0.0020333552385044	0.49989895826739	0.280333149247506	0.670955844711057	0.914070410891981	0.518751415130827	0.838384943723091
Bladder.Luminal bladder epithelial cell	0.144387189745699	0.963733109714553	0.790355411421001	0.96678640155083	0.851842302135473	0.996501269996786	0.326837385697244	0.933362818179079	0.759478823261104	0.831323929861085	0.996511482609029	0.996499609172644	0.41073776609643	0.368479964596052	0.999988656966736	0.868984566413026	0.999999322608162	0.983543637568824	0.996870725087772	0.457867145694568	0.930678460057264	0.892336820843191	0.630172071616072	0.999825355796701	0.873113337071368	0.762339984120549	0.996522118982455
Brain_Myeloid.macrophage	0.974054728299291	1.34052530203106e-06	0.991302467238243	0.999860789828108	0.688674814084016	8.23268242751635e-09	0.867867482750798	0.999533235526828	0.100226690352913	0.0045720272881508	7.53209655455555e-08	8.32546971062582e-09	0.546937470355864	0.542940825419074	4.2516243218524e-08	0.999511075292744	3.33727968103016e-18	0.98513573248505	0.00911502828796353	0.0977410467185185	0.999700500587763	0.988766491541171	0.981902502548604	4.68816657456632e-05	0.992588856762983	0.0972983629020827	8.69356694339345e-09
Brain_Myeloid.microglial cell	0.975041549129051	0.0201164791806609	0.994389190787023	0.976356120535684	0.355837636162831	0.00832199622160597	0.706435901982522	0.997030986475935	0.68384605155902	0.119916461341566	0.0090038186801871	0.00833074329640943	0.720831205484937	0.810057750999819	0.00472103604979174	0.989270953746117	0.000477194658089816	0.917516061507118	0.449215276227408	0.64989416285492	0.889208259444019	0.910418614848877	0.881774589600856	0.013093493751374	0.974923009452622	0.686851114356109	0.00841465015265112
Brain_Non-Myeloid.Bergmann glial cell	0.645123064064067	0.999939027031333	0.000745736266849095	8.49331045081562e-05	0.957697949888393	0.998538900990499	0.728423873105909	4.4522482223424e-08	0.997256527506783	0.996687486063563	0.999997847201242	0.998543783549353	0.225515323770215	0.999992504184458	0.999998085268017	4.20882604206844e-05	0.999999992661339	4.95370742805329e-07	0.999999991029262	0.999999999676528	0.782259467431778	3.86767079385984e-05	2.9332703640108e-06	0.966532943974205	0.975433911462982	0.997294046606653	0.998531547762253
Brain_Non-Myeloid.astrocyte	0.629358200467439	0.994423475150941	0.000827019991544943	9.80782183034736e-05	0.998436196227215	0.992924129610858	0.575419590373318	1.1441061830149e-07	0.946429962450317	0.930975597445876	0.999695347592497	0.992941774544968	0.37181719315244	0.999975955591406	0.999994744594802	0.000870367780434516	0.999999886824865	9.26125785797058e-07	0.999999294876475	0.999999999923883	0.841623153990583	0.000940246803439752	6.15918203271867e-06	0.912392870324026	0.949294276209848	0.945243178383124	0.992859459771008
Brain_Non-Myeloid.brain pericyte	6.42940156156993e-05	0.999885601890796	0.0387443660629987	0.00330447950552948	4.92956993602216e-08	0.968536585366845	0.00557035915064473	0.00361590246300263	0.0224806322028522	0.046920117243372	0.996833658517259	0.968565774132137	0.00427973434717054	0.383609938033841	0.79628575507816	0.722717789812569	0.311182782030374	0.216996842391588	0.995415331470393	0.748127652811136	2.23921234250153e-16	0.796372162646231	0.300953964750402	0.995409873122913	0.805759800912119	0.0201220548528367	0.968589605814164
Brain_Non-Myeloid.endothelial cell	0.0281414862407182	0.945406149392045	0.934569460307902	0.933256995065503	0.170044049958743	0.137412414372991	0.234697511528976	0.9597489684842	0.252481752294029	0.42134549425658	0.980318118154955	0.137474719284761	0.48216865931809	0.524225578575344	0.201684849457543	0.535853758728568	0.350162236443685	0.498624596082734	0.809555361685415	0.937984942729896	3.25079849671036e-05	0.915199325535029	0.604427315013954	0.74553076671505	0.945212895058421	0.239607528840794	0.138223296774533
Brain_Non-Myeloid.excitatory neurons and some neuronal stem cells	0.836645902723904	0.999999963232503	6.57796334400176e-16	9.5530119247309e-29	0.568998655618604	0.999947367790172	0.189293765798857	1.44080927376237e-30	0.881009876201973	0.910246617359874	0.999999999290459	0.999947333029942	5.84931522076164e-08	0.99999996706814	0.999999999999916	4.81711664357473e-22	0.999999999999977	1.05934888164269e-20	0.999999998193164	0.999999999004369	0.75334792688339	1.09499078516631e-26	4.79685013763906e-19	0.999833930816448	0.0664612226635252	0.881444705206831	0.999947577968128
Brain_Non-Myeloid.inhibitory neurons	0.732596231662894	0.999999981526953	4.06931318682984e-17	2.61306196977653e-20	0.545504940256359	0.999674559413429	0.106401805230449	1.35496514821226e-31	0.978643601055058	0.93936565738716	0.999999973851707	0.99967506383096	3.46765830109536e-06	0.999999631366758	0.999999999999979	1.43824709061803e-19	0.999999999999986	1.42035478521694e-15	0.999999999883237	0.999999999735489	0.560929444681596	1.62561530336493e-21	1.43089911395239e-15	0.999940633847295	0.161447771270492	0.978441944103724	0.999677482318895
Brain_Non-Myeloid.oligodendrocyte	0.858363676895837	0.879775763324984	0.0155495056552223	0.00406172006350024	0.785694907675676	0.825224338624424	0.312124506690762	0.00200511726733503	0.472686657246432	0.354534646011775	0.953245114191211	0.825436200237317	0.000862893562056097	0.95409853462699	0.999256936434183	0.00706038533164325	0.960239598134538	2.34120348371211e-05	0.841003170842752	0.760044835818681	0.536348258491785	3.15144373113627e-05	0.000174174915248813	0.719778825166643	0.56372264707102	0.472751913241454	0.825657958335044
